俞自生,算是对以前知识的回顾吧 不是很深 适合小白,10分
自由的气息,,10分
qq_幻聽緞錦_03172484,,8分
慕粉1556379847,,10分
慕粉1629155817,,10分
qq_恒,,10分
qq_天涯执手佳_0,棒棒的,10分
weixin_kodak_0,,10分
海般深沉,,10分
William_Wayne,,10分
wx0319,受益匪浅,10分
路过的人1094,,10分
_Nullptr,,10分
成长是一种蜕变,很好~~~,8分
SHsama,,10分
丶北岛空城,,10分
水清草绿花芬芳,,10分
qq_乔巴_14064888,很好,10分
鑫_3485970,,10分
weibo_陈_兆群_0,,10分
wcw123,,10分
sshx,,10分
qq_T1280_0,,10分
薄荷冰柠水,,10分
慕粉3829398,,10分
香飘飘丶,,10分
小糊涂_大明白,GOOD,10分
lykss,,10分
Ephraim,给了我很多启发，我试着用链表做了一个栈，过几天就数据结构考试啦，喜欢这门课,10分
strawIce,讲得很清晰。有的东西以前学过了，又清晰地理解一遍~,10分
Jathy,,10分
何方神圣,,10分
请输入你的用户名,,10分
慕粉3913390,,10分
一叶追寻,挺好的，实用,10分
Wangge213,思路清晰,10分
qq_啊啊啊天_04215809,厉害 学到不少东西,10分
西兰花伟大炮,我爱你，慕课网,10分
_夕晨踏雪,挺好的，学到了不少，谢谢老师。,8分
兮蓅,很实用，谢谢老师~,6分
慕粉4066120,Nice！,10分
安_全_第一,跟着学完了，很实用的知识，感谢老师，支持老师,10分
Van0512,,8分
vortesnail,,10分
伊万诺维奇,,10分
Crafon,,10分
Lavi_La,跟着学完了，很实用的知识，感谢老师，支持老师,10分
泸沽过客,对初学者非常友好！,10分
灰色的心情123,讲得很好,10分
hoio,实用，环环相扣,10分
pjnhlh,,10分
阿斯顿CCC,,10分
weibo_why_so__se_03864083,非常不错，是理想当中的样子,10分
dky,,10分
Jang0,,10分
乱舞的旋律,,10分
汉江怪人,,10分
慕粉粉峰峰,很好，谢谢老师,10分
木子丶木杉,老师讲的清晰,6分
小晏,,10分
wolverine00,针刺机,10分
秋日传奇ww,,10分
温裕,老师讲得真好,8分
qq_律动_0,易懂易记,8分
慕粉3699273,老师讲的很好，期待更多课程,10分
qq_GutenMorgenD_03322570,,10分
qq_爱你到老_03288798,很不错,10分
眼前的黑不是黑zz,感想老师，讲的很清晰。,8分
ziom,谢谢老师,10分
EdgarX,,10分
Freya0_0,厉害~,10分
零韵,,10分
AAAAAxirzat,好好好好好,10分
灿烂满天星,不错不错，简单易懂,10分
小叶柏杉,,10分
qq_白色的火焰_03309671,不错,10分
阳夕,很好很好很好很好,10分
慕粉15925657091,James属于一流老师，逻辑清晰，循循善诱~,10分
Deny_小田,,10分
小河马么么哒,很好,10分
Coda,非常不错，简洁明晰！,10分
qq_何必沉沦_03323265,很棒的课！,10分
qq_青枣工作室_0,很好，期待更多课程。,10分
solove2353232795,讲的很棒！期待数据结构方面更多的内容！,10分
C_Shawn,感谢James清晰易懂的讲解，非常期待以后的课程。,8分
MiMeiK,很不错，老师讲的比书上好，马上就比赛了希望能用到,10分
Limbo__H,感谢James清晰易懂的讲解，非常期待以后的课程。,8分
不惧亢龙,这位老师的课很清晰，课程讲的太棒了，希望能一直跟随老师的步伐，探索思维的奥秘，很感谢老师，感谢慕课,10分
ShaniceWang3301848,很不错,10分
D__C,,8分
皇军托我带个话,James老师的课一直很易懂，感谢老师,10分
爱哭的男孩_0001,,10分
sunshinesunshine,,10分
struggle826,期待你的下一个数据结构的教程,10分
天雨云龙,很形象,10分
